Symbol,Date,Volume,High,Low,Open,Close
$indu,09/28/06,0,11728.4600,11660.4200,11689.4000,11718.4500
$indu,09/29/06,0,11741.9900,11677.7900,11718.0500,11679.0700
$indu,10/02/06,0,11726.9400,11658.6600,11678.9900,11670.3500
$indu,10/03/06,0,11758.9500,11653.0600,11670.1100,11727.3400
$indu,10/04/06,0,11851.2500,11707.4900,11722.9400,11850.6100
$indu,10/05/06,0,11870.0600,11821.2300,11844.3800,11866.6900
$indu,10/06/06,0,11865.5700,11800.5000,11865.4900,11850.2100
$indu,10/09/06,0,11872.9400,11813.2200,11849.5600,11857.8100
$indu,10/10/06,0,11877.9000,11829.7100,11857.0900,11867.1700
$indu,10/11/06,0,11875.9800,11794.1700,11865.4900,11852.1300
$indu,10/12/06,0,11959.6300,11854.0500,11854.6900,11947.7000
$indu,10/13/06,0,11960.5100,11908.8000,11947.9400,11960.5100
$indu,10/16/06,0,11997.2500,11945.6200,11961.3100,11980.6000
$indu,10/17/06,0,11977.4000,11887.1900,11977.4000,11950.0200
$indu,10/18/06,0,12049.0300,11947.6200,11947.6200,11992.6800
$indu,10/19/06,0,12027.7400,11966.9100,11988.9200,12011.7300
$indu,10/20/06,0,12048.8700,11941.9400,12013.0100,12002.3700
$indu,10/23/06,0,12125.1600,11971.7900,12001.3300,12116.9100
$indu,10/24/06,0,12133.8000,12079.0500,12116.5100,12127.8800
$indu,10/25/06,0,12147.9700,12081.7700,12127.2400,12134.6800
$indu,10/26/06,0,12167.0200,12096.1000,12134.8400,12163.6600
$indu,10/27/06,0,12164.8600,12073.5300,12164.7800,12090.2600
$indu,10/30/06,0,12117.2300,12049.9200,12089.1400,12086.5000
$indu,10/31/06,0,12113.3900,12025.3400,12086.1800,12080.7300
$indu,11/01/06,0,12123.9600,12007.1700,12080.2500,12031.0200
$indu,11/02/06,0,12032.5500,11979.0000,12023.9800,12018.5400
$indu,11/03/06,0,12061.5200,11965.3100,12018.3000,11986.0400
$indu,11/06/06,0,12117.7100,11984.7600,11985.1600,12105.5500
$indu,11/07/06,0,12196.3200,12101.0600,12104.7500,12156.7700
$indu,11/08/06,0,12193.7500,12102.9000,12147.3800,12176.5400
$indu,11/09/06,0,12187.0300,12090.2600,12174.7000,12103.3000
$indu,11/10/06,0,12127.0800,12074.0100,12102.7400,12108.4300
$indu,11/13/06,0,12164.7000,12084.8100,12097.7000,12131.8800
$indu,11/14/06,0,12228.0100,12084.9700,12132.4400,12218.0100
$indu,11/15/06,0,12291.7300,12205.7600,12214.3700,12251.7100
$indu,11/16/06,0,12325.9100,12250.0500,12250.0500,12305.8200
$indu,11/17/06,0,12342.5600,12277.4000,12304.6200,12342.5600
$indu,11/20/06,0,12355.2300,12302.5200,12340.7100,12316.5400
$indu,11/21/06,0,12339.8500,12296.0300,12312.1300,12321.5900
$indu,11/22/06,0,12361.0000,12302.7600,12321.9100,12326.9500
$indu,11/24/06,0,12324.1100,12258.8600,12321.7100,12280.1700
$indu,11/27/06,0,12279.5300,12110.8100,12279.1300,12121.7100
$indu,11/28/06,0,12149.1900,12072.6000,12118.9400,12136.4500
$indu,11/29/06,0,12240.6700,12134.4000,12134.4000,12226.7300
$indu,11/30/06,0,12275.1200,12162.4800,12226.7300,12221.9300
$indu,12/01/06,0,12248.0400,12089.9800,12220.9700,12194.1300
$indu,12/04/06,0,12309.9700,12195.5700,12195.5700,12283.8500
$indu,12/05/06,0,12335.3700,12276.0800,12283.6900,12331.6000
$indu,12/06/06,0,12335.4500,12294.8300,12328.7200,12309.2500
$indu,12/07/06,0,12360.7600,12264.8700,12310.1300,12278.4100
$indu,12/08/06,0,12332.8800,12243.0800,12278.4100,12307.4900
$indu,12/11/06,0,12354.5900,12297.6300,12306.2100,12328.4800
$indu,12/12/06,0,12333.9200,12252.0500,12328.2400,12315.5800
$indu,12/13/06,0,12368.6100,12301.5600,12312.7100,12317.5000
$indu,12/14/06,0,12431.2600,12307.0100,12317.5000,12416.7600
$indu,12/15/06,0,12486.3000,12417.8800,12417.9600,12445.5200
$indu,12/18/06,0,12490.7000,12428.9400,12446.2400,12441.2700
$indu,12/19/06,0,12491.9100,12397.6100,12439.5100,12471.3200
$indu,12/20/06,0,12498.4700,12456.5800,12471.3200,12463.8700
$indu,12/21/06,0,12483.7300,12396.0100,12461.6200,12421.2500
$indu,12/22/06,0,12420.2100,12341.7000,12413.0800,12343.2200
$indu,12/26/06,0,12418.2000,12337.0500,12341.9400,12407.6300
$indu,12/27/06,0,12519.2200,12407.7900,12408.4300,12510.5700
$indu,12/28/06,0,12529.8800,12478.1300,12510.5700,12501.5200
$indu,12/29/06,0,12526.0300,12451.1300,12500.4800,12463.1500
$indu,01/03/07,0,12580.3500,12404.8200,12459.5400,12474.5200
$indu,01/04/07,0,12510.4100,12403.8600,12473.1600,12480.6900
$indu,01/05/07,0,12480.1300,12365.4100,12480.0500,12398.0100
$indu,01/08/07,0,12445.9200,12420.1300,12440.2300,12423.4900
$indu,01/09/07,0,12466.4300,12369.1700,12424.7700,12416.6000
$indu,01/10/07,0,12451.6100,12355.6300,12417.0000,12442.1600
$indu,01/11/07,0,12544.4600,12442.9600,12442.9600,12514.9800
$indu,01/12/07,0,12561.0400,12489.6600,12514.6600,12556.0800
$indu,01/16/07,0,12585.0800,12538.9300,12555.8400,12582.5900
$indu,01/17/07,0,12614.0000,12550.5500,12571.4600,12577.1500
$indu,01/18/07,0,12611.9100,12547.3400,12575.0600,12567.9300
$indu,01/19/07,0,12586.8400,12523.5500,12567.9300,12565.5300
$indu,01/22/07,0,12572.5800,12450.8900,12566.3300,12477.1600
$indu,01/23/07,0,12554.2300,12468.3500,12477.8100,12533.8000
$indu,01/24/07,0,12623.4500,12531.0800,12534.3700,12621.7700
$indu,01/25/07,0,12622.6500,12487.8200,12621.7700,12502.5600
$indu,01/26/07,0,12539.0900,12431.3400,12503.2800,12487.0200
$indu,01/29/07,0,12542.7000,12481.4900,12487.1000,12490.7800
$indu,01/30/07,0,12538.4500,12459.4600,12492.2300,12523.3100
$indu,01/31/07,0,12657.0200,12505.2000,12520.0300,12621.6900
$indu,02/01/07,0,12682.5700,12616.0800,12617.2000,12673.6800
$indu,02/02/07,0,12683.9300,12638.3500,12673.8400,12653.4900
$indu,02/05/07,0,12681.2100,12629.8600,12653.4100,12661.7400
$indu,02/06/07,0,12680.5700,12633.9400,12661.6600,12666.3100
$indu,02/07/07,0,12700.2800,12630.5000,12656.8600,12666.8700
$indu,02/08/07,0,12665.8300,12575.8600,12665.6700,12637.6300
$indu,02/09/07,0,12675.6800,12545.1000,12638.0300,12580.8300
$indu,02/12/07,0,12607.5100,12536.2100,12580.1100,12552.5500
$indu,02/13/07,0,12658.2200,12549.1900,12549.1900,12654.8500
$indu,02/14/07,0,12759.4000,12651.2100,12651.2900,12741.8600
$indu,02/15/07,0,12779.0300,12728.7200,12741.7000,12765.0100
$indu,02/16/07,0,12769.1700,12744.0200,12764.1300,12767.5700
$indu,02/20/07,0,12795.9300,12704.6800,12766.8500,12786.6400
$indu,02/21/07,0,12782.8700,12707.1700,12782.8700,12738.4100
$indu,02/22/07,0,12763.7300,12650.6100,12735.7700,12686.0200
$indu,02/23/07,0,12682.1300,12628.0200,12679.8900,12647.4800
$indu,02/26/07,0,12697.2300,12608.4700,12647.8800,12632.2600
$indu,02/27/07,0,12629.3800,12086.8600,12628.9000,12216.2400
$indu,02/28/07,0,12353.4700,12186.0400,12214.9200,12268.6300
$indu,03/01/07,0,12289.2200,12059.5400,12265.5900,12234.3400
$indu,03/02/07,0,12247.4000,12107.3700,12233.7800,12114.1000
$indu,03/05/07,0,12188.8400,12039.1100,12111.6100,12050.4100
$indu,03/06/07,0,12224.4100,12050.6100,12051.1700,12207.5900
$indu,03/07/07,0,12256.9400,12178.9900,12204.4600,12192.4500
$indu,03/08/07,0,12303.6400,12193.3300,12193.3300,12260.7000
$indu,03/09/07,0,12330.8800,12228.5000,12262.0600,12276.3200
$indu,03/12/07,0,12330.8800,12228.5000,12262.0600,12276.3200
$indu,03/13/07,0,12307.5700,12071.4800,12307.4900,12075.9600
$indu,03/14/07,0,12142.9400,11939.6100,12074.5200,12133.4000
$indu,03/15/07,0,12188.1200,12105.9200,12133.1600,12159.6800
$indu,03/16/07,0,12190.3600,12082.1300,12160.1600,12110.4100
$indu,03/19/07,0,12234.6700,12110.4100,12110.4100,12226.1700
$indu,03/20/07,0,12294.0300,12213.1100,12226.8100,12288.1000
$indu,03/21/07,0,12480.4500,12263.5100,12288.9800,12447.5200
$indu,03/22/07,0,12476.2800,12408.5100,12446.7200,12461.1400
$indu,03/23/07,0,12511.0500,12448.6500,12460.5000,12481.0100
$indu,03/26/07,0,12486.7800,12367.1700,12480.3700,12469.0700
$indu,03/27/07,0,12468.6700,12377.2700,12468.5900,12397.2900
$indu,03/28/07,0,12396.4900,12257.4200,12396.4900,12300.3600
$indu,03/29/07,0,12381.9100,12267.5900,12301.4800,12348.7500
$indu,03/30/07,0,12416.6800,12242.6000,12348.9100,12354.3500
$indu,04/02/07,0,12394.9800,12324.2800,12354.5200,12382.3000
$indu,04/03/07,0,12534.1900,12379.0500,12379.0500,12510.3000
$indu,04/04/07,0,12541.5100,12495.7500,12511.3600,12530.0500
$indu,04/05/07,0,12572.4700,12500.3900,12523.2200,12560.2000
$indu,04/09/07,0,12593.6000,12555.3200,12562.6400,12569.1400
$indu,04/10/07,0,12588.5600,12549.4700,12568.4900,12573.8500
$indu,04/11/07,0,12580.0300,12455.8500,12572.2300,12484.6200
$indu,04/12/07,0,12557.3500,12428.2200,12483.6400,12552.9600
$indu,04/13/07,0,12615.3800,12530.2100,12551.9100,12612.1300
$indu,04/16/07,0,12731.1800,12611.3100,12611.6400,12720.4600
$indu,04/17/07,0,12790.0200,12707.4500,12719.5600,12773.0400
$indu,04/18/07,0,12838.4600,12728.9900,12771.0800,12803.8400
